ID,IDADE,FAIXA IDADE,GENERO,COR/RACA/ETNIA,PCD,EXPERIENCIA_PROFISSIONAL_PREJUDICADA,ASPECTOS_PREJUDICADOS,VIVE_NO_BRASIL,ESTADO ONDE MORA,UF ONDE MORA,REGIAO ONDE MORA,MUDOU DE ESTADO?,REGIAO DE ORIGEM,NIVEL DE ENSINO,ÁREA DE FORMAÇÃO,QUAL SUA SITUAÇÃO ATUAL DE TRABALHO?,SETOR,NUMERO DE FUNCIONARIOS,GESTOR?,CARGO COMO GESTOR,CARGO ATUAL,FAIXA SALARIAL,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE DADOS VOCÊ TEM?,QUANTO TEMPO DE EXPERIÊNCIA NA ÁREA DE TI/ENGENHARIA DE SOFTWARE VOCÊ TEVE ANTES DE COMEÇAR A TRABALHAR NA ÁREA DE DADOS?,SALARIO,NOVO_NIVEL,NIVEL_Júnior,NIVEL_Pleno,NIVEL_Sênior,GEARACAO,Quanto tempo de experiência na área de dados você tem?,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Você está satisfeito na sua empresa atual?,Qual o principal motivo da sua insatisfação com a empresa atual?,Você participou de entrevistas de emprego nos últimos 6 meses?,Você pretende mudar de emprego nos próximos 6 meses?,Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?,Atualmente qual a sua forma de trabalho?,Qual a forma de trabalho ideal para você?,Caso sua empresa decida pelo modelo 100% presencial qual será sua atitude?,Sua empresa passu por Layoff em 2022?,Atuacao,Quais das linguagens listadas abaixo você utiliza no trabalho?,EM_BUSCA,ABERTO_OPORTUNIDADES
jglrhpqk0uk530lhejglmj7pjz9gh18s,27.0,25-29,Masculino,Branca,Não,,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,0.0,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Entretenimento ou Esportes,Acima de 3.000,0.0,,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,4998,Pleno,FALSE,TRUE,FALSE,Geração Z,de 1 a 2 anos,Menos de 1 ano,FALSE,"Gostaria de trabalhar em em outra área de atuação, Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual","Sim, fiz entrevistas mas não fui aprovado","Estou em busca de oportunidades, mas apenas fora do Brasil","Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,SQL,TRUE,FALSE
jgctuvsiyw7k1rcsjgc5v7lelt3pn08b,22.0,22-24,Masculino,Branca,Não,,,TRUE,Pernambuco (PE),PE,Nordeste,1.0,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Geração Z,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
jfe329imylfw7mx2sjfeourrz8l1r5kb,23.0,22-24,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Estagiário,Varejo,Acima de 3.000,0.0,,Product Manager/ Product Owner (PM/APM/DPM/GPM/PO),de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,2617,Júnior,TRUE,FALSE,FALSE,Geração Z,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Engenharia de Dados,SQL,TRUE,FALSE
jf6u0tahpqd1jf64yvf3vukugbixg4yv,42.0,40-44,Masculino,Branca,Não,,,TRUE,Rio Grande do Sul (RS),RS,Sul,1.0,,Mestrado,Outras Engenharias,Empregado (CLT),Varejo,Acima de 3.000,1.0,Gerente/Head,,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,de 1 a 2 anos,24278,Pessoa Gestora,FALSE,FALSE,FALSE,Geração X,de 7 a 10 anos,de 1 a 2 anos,TRUE,,"Sim, fui aprovado mas decidi não mudar de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Gestor,,FALSE,FALSE
jet7ct44s55zk4172rjet7cjvt0djhps,31.0,30-34,Masculino,Branca,Não,,,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Mestrado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Millenial,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
jesxes4nxt91b6qijesxeudbp0ffwywj,25.0,25-29,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Atenção dada pelas pessoas diante das minhas opiniões e ideias,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Mestrado,Outras Engenharias,Empregado (CLT),Área da Saúde,Acima de 3.000,0.0,,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Menos de 1 ano,11911,Sênior,FALSE,FALSE,TRUE,Geração Z,de 4 a 6 anos,Menos de 1 ano,TRUE,,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,"Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado",desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,FALSE,TRUE
jekse4zupdigytth9zmyypjekse4w8uw,33.0,30-34,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Somente Estudante (pós-graduação),,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Millenial,,,,,,,,,,,,Outra atuação,,,
jehqma80alnybjy0z3odn7yudoeeiay0,31.153.517.220.250.300,55+,Masculino,Parda,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Não tenho graduação formal,,Freelancer,Área de Consultoria,de 1 a 5,0.0,,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,de 1 a 2 anos,4393,Júnior,TRUE,FALSE,FALSE,Millenial,Menos de 1 ano,de 1 a 2 anos,FALSE,Falta de oportunidade de crescimento no emprego atual,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,"Flexibilidade de trabalho remoto, Remuneração/Salário, Benefícios",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"SQL, Python",TRUE,FALSE
jehj6vmedepbhiebpjup7xkrujehj6vm,39.0,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Minas Gerais (MG),MG,Sudeste,1.0,,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 501 a 1.000,1.0,Gerente/Head,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Mais de 10 anos,16964,Pessoa Gestora,FALSE,FALSE,FALSE,Millenial,Mais de 10 anos,Mais de 10 anos,FALSE,"Salário atual não corresponde ao mercado, Dificuldade de ter uma estratégia de negócios e comercial mais bem definida pela empresa, o que acaba limitando nossa expansão no mercado de dados","Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Propósito do trabalho e da empresa, Ambiente e clima de trabalho, Se a empresa proporciona oportunidade de intraempreender",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Gestor,,FALSE,TRUE
jdq40fwxkk6mqncgjdq40fr8gt35x6fz,49.0,45-49,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,0.0,,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Mais de 10 anos,15009,Sênior,FALSE,FALSE,TRUE,Geração X,de 4 a 6 anos,Mais de 10 anos,TRUE,,"Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa, Remuneração/Salário",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,FALSE,TRUE
jdnbcz2fc6ju2p74evjdnbck065cjkee,25.0,25-29,Feminino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência",TRUE,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor de Energia,Acima de 3.000,0.0,,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 3 a 4 anos,4004,Júnior,TRUE,FALSE,FALSE,Geração Z,de 1 a 2 anos,de 3 a 4 anos,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,Python,FALSE,TRUE
jdh4xavlxy8m8dujz4c7ozscyjdh4xav,53.0,50-54,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Geração X,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
jcu1fqxje3pppsx54ujcu1fqraispkfz,31.0,30-34,Masculino,Branca,Não,,,TRUE,Paraná (PR),PR,Sul,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Acima de 3.000,0.0,,Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,6977,Pleno,FALSE,TRUE,FALSE,Millenial,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Reputação que a empresa tem no mercado",Modelo 100% remoto,Modelo 100% remoto,Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,SQL,FALSE,FALSE
jcruey2eudsaba5wv1rjcruwsxdwp9jr,34.0,30-34,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Mato Grosso do Sul (MS),MS,Centro-oeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,0.0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 3 a 4 anos,7770,Pleno,FALSE,TRUE,FALSE,Millenial,de 1 a 2 anos,de 3 a 4 anos,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades","Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Engenharia de Dados,"Python, SQL",FALSE,TRUE
jccmdouva83lvnh628jccmdh5rxx9u7y,28.0,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,0.0,Nordeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Setor Farmaceutico,Acima de 3.000,0.0,,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,11779,Sênior,FALSE,FALSE,TRUE,Geração Z,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,"Sim, fui aprovado mas decidi não mudar de emprego",Estou em busca de oportunidades dentro ou fora do Brasil,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,Não utilizo nenhuma das linguagens listadas,TRUE,FALSE
jawkppibhzc5s7m73njawjl904e88evk,26.0,25-29,Masculino,Branca,Não,,,TRUE,Paraná (PR),PR,Sul,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Acima de 3.000,0.0,,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,de 3 a 4 anos,10782,Sênior,FALSE,FALSE,TRUE,Geração Z,de 4 a 6 anos,de 3 a 4 anos,TRUE,,"Sim, fui aprovado mas decidi não mudar de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Remuneração/Salário, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,FALSE,FALSE
ja9jneu6k3cts6g3ygsskfvcija9jneu,31.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Ceará (CE),CE,Nordeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Área da Saúde,Acima de 3.000,0.0,,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,7303,Júnior,TRUE,FALSE,FALSE,Millenial,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,1,FALSE,FALSE
ja4foh5yyhrhgjfuovja4foh9uacuqxs,32.0,30-34,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,de 1.001 a 3.000,0.0,,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,10815,Sênior,FALSE,FALSE,TRUE,Millenial,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Estou em busca de oportunidades, mas apenas fora do Brasil","Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.,0,TRUE,FALSE
ja2rw2x5c09mxuowaja2rw2x1f3vbcnx,33.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Distrito Federal (DF),DF,Centro-oeste,1.0,,Graduação/Bacharelado,Ciências Sociais,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Millenial,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
j9v2l0o1fjqwmo1h73o8wyj9v2l0o1ff,29.0,25-29,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Pará (PA),PA,Norte,1.0,,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Geração Z,,,,,,,,,,,,Outra atuação,,,
j9j7rfo2i1xz7p3j9jcs21vujbdzr26p,28.0,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,1.0,Gerente/Head,,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 6 anos,de 1 a 2 anos,24960,Pessoa Gestora,FALSE,FALSE,FALSE,Geração Z,de 4 a 6 anos,de 1 a 2 anos,TRUE,,"Sim, fiz entrevistas mas não fui aprovado","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Gestor,,FALSE,TRUE
j95p7miwakvnc07kejj95p7trn9ki6gs,45.0,45-49,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Seguros ou Previdência,de 101 a 500,1.0,Gerente/Head,,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 6 anos,de 3 a 4 anos,24188,Pessoa Gestora,FALSE,FALSE,FALSE,Geração X,de 4 a 6 anos,de 3 a 4 anos,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Gestor,,FALSE,TRUE
j95fxkulumvalxmfj95fxhlr4vz46nxd,32.0,30-34,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outra opção,Empregado (CLT),Varejo,Acima de 3.000,0.0,,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,11491,Sênior,FALSE,FALSE,TRUE,Millenial,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"Reputação que a empresa tem no mercado, Remuneração/Salário, Benefícios",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Outra atuação,Não utilizo nenhuma das linguagens listadas,FALSE,FALSE
j891mue7bwx7a1bm4lxj891mu755z84c,38.0,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Millenial,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
j832mi73lvi4dduapw6xj832mi7sv3y6,26.0,25-29,Masculino,Branca,Não,,,TRUE,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,0.0,,Outra Opção,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,6769,Pleno,FALSE,TRUE,FALSE,Geração Z,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades","Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Outra atuação,SQL,FALSE,TRUE
j7qu33b4i4dahj7qu3u71zszjd013ipc,40.0,40-44,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,TRUE,Bahia (BA),BA,Nordeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Geração X,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
j7mmwysi3o14p6fk0jggohj7mmwynp2n,26.0,25-29,Masculino,Branca,Não,,,FALSE,,,,,,Graduação/Bacharelado,Outras Engenharias,Prefiro não informar,Área de Consultoria,de 11 a 50,1.0,Gerente/Head,,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Menos de 1 ano,3716,Pessoa Gestora,FALSE,FALSE,FALSE,Geração Z,de 1 a 2 anos,Menos de 1 ano,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Estou em busca de oportunidades, mas apenas fora do Brasil","Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Gestor,,TRUE,FALSE
j7m2xl69pbbl5s74j7m2xatv8is0bqus,27.0,25-29,Masculino,Branca,Não,,,TRUE,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,de 101 a 500,0.0,,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,de 5 a 6 anos,4162,Pleno,FALSE,TRUE,FALSE,Geração Z,de 4 a 6 anos,de 5 a 6 anos,FALSE,"Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom, Não tenho uma boa relação com meu líder/gestor","Sim, fui aprovado mas decidi não mudar de emprego",Estou em busca de oportunidades dentro ou fora do Brasil,"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% presencial,Vou aceitar e retornar ao modelo 100% presencial,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Análise de Dados,"SQL, R, Visual Basic/VBA",TRUE,FALSE
j7c8qs3svh9n5mkavj2j7c8qs3rinddm,35.0,35-39,Masculino,Branca,Não,,,TRUE,Paraná (PR),PR,Sul,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,,,,,"7625,5",,FALSE,FALSE,FALSE,Millenial,,,,,,,,,,,,Buscando oportunidade na área de dados,,,
j747p01du8g8vi8ctfj747pe1agqeor4,26.0,25-29,Masculino,Branca,Não,,,TRUE,Espírito Santo (ES),ES,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,0.0,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,2042,Júnior,TRUE,FALSE,FALSE,Geração Z,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,TRUE,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vou procurar outra oportunidade no modelo 100% remoto,Não ocorreram layoffs/demissões em massa na empresa em que trabalho,Engenharia de Dados,Python,TRUE,FALSE
